Titre,Démarrage,Entrées totales,Réalisateur,moyenne_fr_realisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire,film_id,realisateur_id,rang,titre_vo,annee,entrees,salles,moy_salle,part_marche,affiche,acteurs,moyennes_individuelles_acteurs,max_moyenne,moyennebestactors
"gangsters, sexe et karaoké",3990.0,11453,,,Etats-Unis,Thriller,2000-10-25,Tous publics,Pretty Pictures,0,0,,Jude Law,,2634,,H.C.,,2000,3990,0,0,35  %,cinema/images/posters/lovehonourobey.jpg,"[{'id': '195', 'name': 'Jude Law', 'role': 'Rôle principal', 'character': 'Jude'}]","[{'name': 'Jude Law', 'moyenne': 746466}]",746466.0,746466.0
tommaso,3994.0,6134,,,Italie,Drame,2020-01-08,Tous publics,Capricci Films,0,0,,Willem Dafoe,,20120,,H.C.,,2020,3994,27,148,65  %,cinema/images/posters/20120-20200201062331-0.jpg,"[{'id': '387', 'name': 'Willem Dafoe', 'role': 'Rôle principal', 'character': 'Tommaso'}]","[{'name': 'Willem Dafoe', 'moyenne': 812428}]",812428.0,812428.0
le retour de roscoe jenkins,4120.0,7275,,,Etats-Unis,Comédie,2008-03-19,Tous publics,Paramount,0,0,,Martin Lawrence,,10081,,H.C.,,2008,4120,30,137,57  %,cinema/images/posters/np_10081.jpg,"[{'id': '259', 'name': 'Martin Lawrence', 'role': 'Rôle principal', 'character': 'Roscoe Jenkins'}]","[{'name': 'Martin Lawrence', 'moyenne': 581671}]",581671.0,581671.0
hidden universe,4295.0,76111,,,Australie,Documentaire,2014-10-15,Tous publics,Géode,0,0,,,,14921,,9452,,2014,4295,1,4295,6  %,cinema/images/posters/14921-20141213125339-0.jpg,,,,
la dernière nuit de lise broholm,4306.0,7585,,,Danemark,Drame,2022-09-21,Tous publics,UFO Distribution,0,0,,,,22830,,H.C.,,2022,4306,42,103,57  %,cinema/images/posters/A-2022-22830-20230415061014.jpg,,,,
tous cobayes ?,4210.0,8489,,,France,Documentaire,2012-09-26,Tous publics,-,0,0,,,,13026,,H.C.,,2012,4210,12,351,50  %,cinema/images/posters/13026-20120924090953.jpg,"[{'id': '286', 'name': 'Philippe Torreton', 'role': 'Voix-off', 'character': 'Le Narrateur'}]","[{'name': 'Philippe Torreton', 'moyenne': 360439}]",360439.0,360439.0
last party 2000,4214.0,10543,,,Etats-Unis,Documentaire,2003-01-29,Tous publics,ID Distribution,0,0,,"Philip Seymour Hoffman, Tim Robbins","Robert Downey Jr, Susan Sarandon",1666,,H.C.,,2003,4214,9,468,40  %,cinema/images/posters/lastparty2000.jpg,"[{'id': '285', 'name': 'Philip Seymour Hoffman', 'role': 'Rôle principal', 'character': 'Lui-même'}, {'id': '345', 'name': 'Tim Robbins', 'role': 'Rôle principal', 'character': ''}, {'id': '428', 'name': 'Robert Downey Jr', 'role': 'Second rôle', 'character': ''}, {'id': '331', 'name': 'Susan Sarandon', 'role': 'Second rôle', 'character': ''}, {'id': '661', 'name': 'Charlton Heston', 'role': 'Apparition', 'character': ''}]","[{'name': 'Philip Seymour Hoffman', 'moyenne': 633872}, {'name': 'Tim Robbins', 'moyenne': 476231}, {'name': 'Robert Downey Jr', 'moyenne': 1143031}, {'name': 'Susan Sarandon', 'moyenne': 309901}, {'name': 'Charlton Heston', 'moyenne': 1739324}]",1739324.0,1172075.6666666667
le cancre,4218.0,6659,,,France,Drame,2016-10-05,Tous publics,Shellac,0,0,,,Catherine Deneuve,16156,,H.C.,,2016,4218,38,111,63  %,cinema/images/posters/16156-20161002114235-0.jpg,"[{'id': '76', 'name': 'Catherine Deneuve', 'role': 'Second rôle', 'character': 'Marguerite'}]","[{'name': 'Catherine Deneuve', 'moyenne': 804295}]",804295.0,804295.0
station spatiale,4253.0,138398,,,Etats-Unis,Documentaire,2003-12-17,Tous publics,Géode,0,0,,,,1904,,9453,,2003,4253,1,4253,3  %,cinema/images/posters/spacestation.jpg,"[{'id': '97', 'name': 'Tom Cruise', 'role': 'Voix-off', 'character': 'Narrateur'}]","[{'name': 'Tom Cruise', 'moyenne': 1742496}]",1742496.0,1742496.0
toast,4268.0,5499,,,Grande-Bretagne,Comédie dramatique,2011-10-05,Tous publics,UGC Distribution,0,0,,Helena Bonham Carter,,12264,,H.C.,,2011,4268,13,328,78  %,cinema/images/posters/12264-20110715060741.jpg,"[{'id': '480', 'name': 'Helena Bonham Carter', 'role': 'Rôle principal', 'character': 'Joan Potter'}]","[{'name': 'Helena Bonham Carter', 'moyenne': 1875890}]",1875890.0,1875890.0
le gâteau magique,4274.0,12156,,,Australie,Animation,2002-10-23,Tous publics,Studiocanal,0,0,,,,2631,,H.C.,,2002,4274,25,171,35  %,cinema/images/posters/np_2631.jpg,"[{'id': '407', 'name': 'Geoffrey Rush', 'role': 'Voix-off', 'character': ''}, {'id': '327', 'name': 'Sam Neill', 'role': 'Voix-off', 'character': ''}]","[{'name': 'Geoffrey Rush', 'moyenne': 1255056}, {'name': 'Sam Neill', 'moyenne': 847100}]",1255056.0,1051078.0
un jour en septembre,4293.0,10997,,,Grande-Bretagne,Documentaire,2006-01-25,Tous publics,Memento Films,0,0,,,,2635,,H.C.,,2006,4293,13,330,39  %,cinema/images/posters/1dayseptember.jpg,"[{'id': '250', 'name': 'Michael Douglas', 'role': 'Voix-off', 'character': 'Le Narrateur'}]","[{'name': 'Michael Douglas', 'moyenne': 1018055}]",1018055.0,1018055.0
last words,4297.0,4439,,,Italie,Science Fiction,2020-10-21,Tous publics,Jour2Fête,0,0,,"Nick Nolte, Charlotte Rampling",,20814,,H.C.,,2020,4297,45,95,97  %,cinema/images/posters/20814-20201017125552-0.jpg,"[{'id': '274', 'name': 'Nick Nolte', 'role': 'Rôle principal', 'character': 'Shakespeare'}, {'id': '929', 'name': 'Charlotte Rampling', 'role': 'Rôle principal', 'character': 'Batik'}]","[{'name': 'Nick Nolte', 'moyenne': 368545}, {'name': 'Charlotte Rampling', 'moyenne': 592872}]",592872.0,480708.5
les moomins sur la riviera,4402.0,26244,,,France,Animation,2015-02-04,Tous publics,Gébéka,0,0,,,,15164,,9427,,2015,4402,65,68,17  %,cinema/images/posters/15164-20150404123121-0.jpg,,,,
en attendant la neige,4431.0,58294,,,France,Animation,2021-11-24,Tous publics,Gébéka,0,0,,,,21657,,9426,,2021,4431,72,62,8  %,cinema/images/posters/21657-20211224111549.jpg,,,,
"hotel paradiso, une maison sérieuse",4309.0,4894,,,Etats-Unis,Comédie,2001-05-30,Tous publics,UIP,0,0,,Vincent Cassel,Simon Pegg,2955,,H.C.,,2001,4309,30,144,88  %,cinema/images/posters/hotelparadiso.jpg,"[{'id': '349', 'name': 'Vincent Cassel', 'role': 'Rôle principal', 'character': ''}, {'id': '608', 'name': 'Simon Pegg', 'role': 'Second rôle', 'character': 'Mr Nice'}]","[{'name': 'Vincent Cassel', 'moyenne': 940708}, {'name': 'Simon Pegg', 'moyenne': 842401}]",940708.0,891554.5
le mur invisible,4469.0,9003,,,Autriche,Drame,2013-03-13,Tous publics,Bodega Films,0,0,,,,19159,,H.C.,,2013,4469,13,344,50  %,cinema/images/posters/19159-20190406051135.jpg,,,,
man of tai chi,4312.0,4787,,,Etats-Unis,Aventure - Action,2014-04-30,Tous publics,Universal,0,0,,Keanu Reeves,,13795,,H.C.,,2014,4312,35,123,90  %,cinema/images/posters/13795-20140430091418-2.jpg,"[{'id': '225', 'name': 'Keanu Reeves', 'role': 'Rôle principal', 'character': 'Donaka Mark'}]","[{'name': 'Keanu Reeves', 'moyenne': 878836}]",878836.0,878836.0
i am because we are,4358.0,5062,,,Grande-Bretagne,Documentaire,2009-03-25,Tous publics,La Fabrique 2,0,0,,,,18025,,H.C.,,2009,4358,30,145,86  %,cinema/images/posters/nophoto.jpg,"[{'id': '691', 'name': '- Madonna', 'role': 'Voix-off', 'character': 'La narratrice'}]","[{'name': '- Madonna', 'moyenne': 713576}]",713576.0,713576.0
mise à l'épreuve,4370.0,8336,,,Etats-Unis,Comédie,2014-05-14,Tous publics,Universal,0,0,,"Kevin Hart, Ice Cube",Laurence Fishburne,13996,,H.C.,,2014,4370,31,141,52  %,cinema/images/posters/13996-20140511121624-0.jpg,"[{'id': '846', 'name': 'Kevin Hart', 'role': 'Rôle principal', 'character': 'Ben Barber'}, {'id': '426', 'name': 'Ice Cube', 'role': 'Rôle principal', 'character': 'James Payton'}, {'id': '235', 'name': 'Laurence Fishburne', 'role': 'Second rôle', 'character': 'Omar'}]","[{'name': 'Kevin Hart', 'moyenne': 706823}, {'name': 'Ice Cube', 'moyenne': 269849}, {'name': 'Laurence Fishburne', 'moyenne': 1005574}]",1005574.0,660748.6666666666
en territoire indien,4385.0,5314,,,France,Thriller,2003-05-28,Tous publics,Vision Distribution,0,0,,"François Berléand, Jérémy Renier",,1675,,H.C.,,2003,4385,60,73,83  %,cinema/images/posters/p_5337.jpg,"[{'id': '436', 'name': 'François Berléand', 'role': 'Rôle principal', 'character': ''}, {'id': '775', 'name': 'Jérémy Renier', 'role': 'Rôle principal', 'character': 'Cédric'}]","[{'name': 'François Berléand', 'moyenne': 718144}, {'name': 'Jérémy Renier', 'moyenne': 391891}]",718144.0,555017.5
qui voilà ?,4477.0,44283,,,Suède,Animation,2013-10-02,Tous publics,Folimage,0,0,,,,13837,,9425,,2013,4477,40,112,10  %,cinema/images/posters/13837-20131109041148.jpg,,,,
"dauphins et baleines 3d, nomades des mers",4502.0,176468,,,Etats-Unis,Documentaire,2009-06-10,Tous publics,Géode,0,0,,,,10324,,9424,,2009,4502,1,4502,3  %,cinema/images/posters/10324-20090608090622.jpg,,,,
salt and fire,4400.0,5498,,,Etats-Unis,Thriller,2016-12-07,Tous publics,Potemkine Films,0,0,,Gael Garcia Bernal,,16488,,H.C.,,2016,4400,33,133,80  %,cinema/images/posters/16488-20161204121641-0.jpg,"[{'id': '143', 'name': 'Gael Garcia Bernal', 'role': 'Rôle principal', 'character': 'Dr. Fabio Cavani'}]","[{'name': 'Gael Garcia Bernal', 'moyenne': 195117}]",195117.0,195117.0
conviction,4426.0,4928,,,Etats-Unis,Drame,2011-03-16,Tous publics,20th Century Fox,0,0,,"Sam Rockwell, Hilary Swank",Minnie Driver,11678,,H.C.,,2011,4426,14,316,90  %,cinema/images/posters/11678-20110319050308.jpg,"[{'id': '712', 'name': 'Sam Rockwell', 'role': 'Rôle principal', 'character': 'Kenny Waters'}, {'id': '164', 'name': 'Hilary Swank', 'role': 'Rôle principal', 'character': 'Betty Ann Waters'}, {'id': '251', 'name': 'Minnie Driver', 'role': 'Second rôle', 'character': 'Abra Rice'}]","[{'name': 'Sam Rockwell', 'moyenne': 408805}, {'name': 'Hilary Swank', 'moyenne': 414409}, {'name': 'Minnie Driver', 'moyenne': 429424}]",429424.0,417546.0
arthur et la magie de noël,4548.0,135924,,,Rép. Tchèque,Animation,2018-11-14,Tous publics,KMBO,0,1,20.0,,,18805,,9422,,2018,4548,61,75,3  %,cinema/images/posters/18805-20181213104107-0.jpg,,,,
frankie,4491.0,8615,,,France,Drame,2006-03-01,Tous publics,MK2 Diffusion,0,0,,Diane Kruger,,589,,H.C.,,2006,4491,8,561,52  %,cinema/images/posters/p_5320.jpg,"[{'id': '455', 'name': 'Diane Kruger', 'role': 'Rôle principal', 'character': 'Frankie'}]","[{'name': 'Diane Kruger', 'moyenne': 700049}]",700049.0,700049.0
go go tales,4494.0,7925,,,Italie,Comédie dramatique,2012-02-08,Tous publics,Capricci Films,0,0,,Willem Dafoe,,12677,,H.C.,,2012,4494,20,225,57  %,cinema/images/posters/12677-20120206100227.jpg,"[{'id': '387', 'name': 'Willem Dafoe', 'role': 'Rôle principal', 'character': 'Ray Ruby'}]","[{'name': 'Willem Dafoe', 'moyenne': 812428}]",812428.0,812428.0
choke,4510.0,5696,,,Etats-Unis,Comédie dramatique,2009-01-21,Tous publics,20th Century Fox,0,0,,Sam Rockwell,,10468,,H.C.,,2009,4510,10,451,79  %,cinema/images/posters/np_10468.jpg,"[{'id': '712', 'name': 'Sam Rockwell', 'role': 'Rôle principal', 'character': 'Victor Mancini'}]","[{'name': 'Sam Rockwell', 'moyenne': 408805}]",408805.0,408805.0
5 est le numéro parfait,4723.0,9572,,,Italie,Thriller,2019-10-23,Tous publics,Nour Films,0,0,,,,19640,,H.C.,,2019,4723,26,182,49  %,cinema/images/posters/19640-20190903082139-0.jpg,,,,
la forêt de mon père,4542.0,8700,,,France,Drame,2020-07-08,Tous publics,KMBO,0,0,,Ludivine Sagnier,,20640,,H.C.,,2020,4542,85,53,52  %,cinema/images/posters/20640-20200704102300-0.jpg,"[{'id': '238', 'name': 'Ludivine Sagnier', 'role': 'Rôle principal', 'character': 'Carole'}]","[{'name': 'Ludivine Sagnier', 'moyenne': 722404}]",722404.0,722404.0
j'aurais voulu être un danseur,4546.0,7874,,,France,Comédie,2007-08-29,Tous publics,Eurozoom,0,0,,"Cécile De France, Vincent Elbaz",,314,,H.C.,,2007,4546,42,108,58  %,cinema/images/posters/p_5414.jpg,"[{'id': '75', 'name': 'Cécile De France', 'role': 'Rôle principal', 'character': 'Blanche'}, {'id': '351', 'name': 'Vincent Elbaz', 'role': 'Rôle principal', 'character': 'François Maréchal'}]","[{'name': 'Cécile De France', 'moyenne': 644071}, {'name': 'Vincent Elbaz', 'moyenne': 647227}]",647227.0,645649.0
bovines ou la vraie vie des vaches,4773.0,25976,,,France,Documentaire,2012-02-22,Tous publics,Happiness Distribution,0,0,,,,12871,,9395,,2012,4773,7,682,18  %,cinema/images/posters/12871-20120624070648.jpg,,,,
en amont du fleuve,4549.0,5880,,,Belgique,Drame,2017-05-03,Tous publics,-,0,0,,"Oliver Gourmet, Sergi Lopez",,17041,,H.C.,,2017,4549,33,138,77  %,cinema/images/posters/17041-20170501032454-0.jpg,"[{'id': '997', 'name': 'Oliver Gourmet', 'role': 'Rôle principal', 'character': 'Homer'}, {'id': '719', 'name': 'Sergi Lopez', 'role': 'Rôle principal', 'character': 'Joé'}]","[{'name': 'Oliver Gourmet', 'moyenne': 462258}, {'name': 'Sergi Lopez', 'moyenne': 262656}]",462258.0,362457.0
#la belle et la bête (1946) (rep. 2013),,57723,,,France,Fantasy,2013-09-25,Tous publics,SND,0,0,,Jean Marais,,13873,,9396,,2013,4698,21,224,8  %,cinema/images/posters/13873-20131123031113.jpg,"[{'id': '736', 'name': 'Jean Marais', 'role': 'Rôle principal', 'character': ''}]","[{'name': 'Jean Marais', 'moyenne': 2558944}]",2558944.0,2558944.0
la femme invisible,4703.0,4841,,,France,Comédie,2009-07-22,Tous publics,Shellac,0,0,,"Julie Depardieu, Charlotte Rampling",,11315,,H.C.,,2009,4703,21,224,97  %,cinema/images/posters/11315-20100412080456.jpg,"[{'id': '632', 'name': 'Julie Depardieu', 'role': 'Rôle principal', 'character': 'Lili'}, {'id': '929', 'name': 'Charlotte Rampling', 'role': 'Rôle principal', 'character': ''}]","[{'name': 'Julie Depardieu', 'moyenne': 521295}, {'name': 'Charlotte Rampling', 'moyenne': 592872}]",592872.0,557083.5
private,4794.0,9323,,,Italie,Drame,2005-04-06,Tous publics,-,0,0,,,,19258,,H.C.,,2005,4794,24,200,51  %,cinema/images/posters/19258-20190413095704.jpg,,,,
zama,4798.0,11726,,,Argentine,Drame,2018-07-11,Tous publics,Shellac,0,0,,,,18884,,H.C.,,2018,4798,24,200,41  %,cinema/images/posters/18884-20190102040255.jpg,,,,
mr. ove,4801.0,11384,,,Suède,Comédie dramatique,2016-09-14,Tous publics,Paradis Films,0,0,,,,16002,,H.C.,,2016,4801,34,141,42  %,cinema/images/posters/16002-20160910071818-0.jpg,,,,
skydance,4841.0,141227,,,France,Documentaire,2002-07-03,Tous publics,Géode,0,0,,,,1903,,9394,,2002,4841,1,4841,3  %,cinema/images/posters/skydance.jpg,,,,
miracle en alaska,4730.0,4730,,,Etats-Unis,Comédie dramatique,2012-04-18,Tous publics,Universal,0,0,,Drew Barrymore,,12568,,H.C.,,2012,4730,32,148,100  %,cinema/images/posters/12568-20111221041216.jpg,"[{'id': '37', 'name': 'Drew Barrymore', 'role': 'Rôle principal', 'character': 'Rachel Kramer'}]","[{'name': 'Drew Barrymore', 'moyenne': 753467}]",753467.0,753467.0
lili à la découverte du monde sauvage,4876.0,9922,,,Corée du Sud,Animation,2012-10-31,Tous publics,Cinema Public,0,0,,,,12336,,H.C.,,2012,4876,23,212,49  %,cinema/images/posters/12336-20121006121029.jpg,,,,
la petite fabrique du monde,4980.0,30303,,,Grande-Bretagne,Animation,2013-09-25,Tous publics,KMBO,0,0,,,,13835,,9391,,2013,4980,57,87,16  %,cinema/images/posters/13835-20131102061121.jpg,,,,
les mal-aimés,4986.0,27225,,,France,Animation,2020-09-16,Tous publics,Cinema Public,0,0,,,,20834,,9370,,2020,4986,102,49,18  %,cinema/images/posters/20834-20201031062549.jpg,,,,
le carnaval de la petite taupe,5024.0,49985,,,Rép. Tchèque,Animation,2014-09-17,Tous publics,Films du Préau,0,0,,,,14710,,9369,,2014,5024,65,77,10  %,cinema/images/posters/14710-20141026102427-0.jpg,,,,
cracks,4779.0,8426,,,Grande-Bretagne,Drame,2009-12-30,Tous publics,Studiocanal,0,0,,Eva Green,,18014,,H.C.,,2009,4779,17,281,57  %,cinema/images/posters/nophoto.jpg,"[{'id': '826', 'name': 'Eva Green', 'role': 'Rôle principal', 'character': 'Miss G'}]","[{'name': 'Eva Green', 'moyenne': 1335768}]",1335768.0,1335768.0
fin de partie,5043.0,10092,,,Allemagne,Comédie dramatique,2015-06-03,Tous publics,Eurozoom,0,0,,,,16648,,H.C.,,2015,5043,28,180,50  %,cinema/images/posters/nophoto.jpg,,,,
les arrivants,5096.0,27905,,,France,Documentaire,2010-04-07,Tous publics,Happiness Distribution,0,0,,,,12668,,9368,,2010,5096,12,425,18  %,cinema/images/posters/12668-20120205060208.jpg,,,,
il suffit d'une nuit,4859.0,30331,,,Etats-Unis,Comédie dramatique,2000-06-07,Tous publics,UIP,0,0,,"Sean Penn, Kristin Scott Thomas",,2616,,9393,,2000,4859,0,0,16  %,cinema/images/posters/2616-20100316080341.jpg,"[{'id': '328', 'name': 'Sean Penn', 'role': 'Rôle principal', 'character': ''}, {'id': '229', 'name': 'Kristin Scott Thomas', 'role': 'Rôle principal', 'character': 'Mary Panton'}]","[{'name': 'Sean Penn', 'moyenne': 327128}, {'name': 'Kristin Scott Thomas', 'moyenne': 744904}]",744904.0,536016.0
toi non plus tu n'as rien vu,4869.0,8310,,,France,Drame,2023-03-08,Tous publics,Jour2Fête,0,0,,Géraldine Nakache,,22498,,H.C.,,2023,4869,34,143,59  %,cinema/images/posters/A-2023-22498-20230309084049.jpg,"[{'id': '833', 'name': 'Géraldine Nakache', 'role': 'Rôle principal', 'character': 'Sophie'}]","[{'name': 'Géraldine Nakache', 'moyenne': 773623}]",773623.0,773623.0
le domaine perdu,4872.0,6802,,,France,Drame,2005-06-01,Tous publics,Gémini Films,0,0,,François Cluzet,Bernard Giraudeau,11003,,H.C.,,2005,4872,24,203,72  %,cinema/images/posters/11003-20090923080920.jpg,"[{'id': '130', 'name': 'François Cluzet', 'role': 'Rôle principal', 'character': ''}, {'id': '677', 'name': 'Bernard Giraudeau', 'role': 'Second rôle', 'character': ''}]","[{'name': 'François Cluzet', 'moyenne': 936250}, {'name': 'Bernard Giraudeau', 'moyenne': 1142120}]",1142120.0,1039185.0
people mountain people sea,5100.0,13100,,,Chine,Drame,2013-06-19,Tous publics,Aramis Films,0,0,,,,20209,,H.C.,,2013,5100,18,283,39  %,cinema/images/posters/20209-20200301084240.jpg,,,,
24 hour party people,4922.0,8975,Michael Winterbottom,52644.0,Grande-Bretagne,Comédie dramatique,2003-06-04,Tous publics,Films du Paradoxe,0,0,,,Simon Pegg,11096,510.0,H.C.,24 Hour Party People,2003,4922,9,547,55  %,cinema/images/posters/11096-20091216091235.jpg,"[{'id': '608', 'name': 'Simon Pegg', 'role': 'Second rôle', 'character': 'un journaliste'}]","[{'name': 'Simon Pegg', 'moyenne': 842401}]",842401.0,842401.0
le secret de lily owens,4929.0,6958,,,Etats-Unis,Drame,2009-04-22,Tous publics,20th Century Fox,0,0,,"Dakota Fanning, - Queen Latifah",,10411,,H.C.,,2009,4929,10,493,71  %,cinema/images/posters/np_10411.jpg,"[{'id': '386', 'name': 'Dakota Fanning', 'role': 'Rôle principal', 'character': 'Lily Owens'}, {'id': '658', 'name': '- Queen Latifah', 'role': 'Rôle principal', 'character': 'August Boatwright'}]","[{'name': 'Dakota Fanning', 'moyenne': 1011257}, {'name': '- Queen Latifah', 'moyenne': 315273}]",1011257.0,663265.0
le temps des forêts,5128.0,36833,,,France,Documentaire,2018-09-12,Tous publics,KMBO,0,0,,,,18723,,9366,,2018,5128,31,165,14  %,cinema/images/posters/18723-20181109085011-0.jpg,,,,
locke,5019.0,8519,,,Grande-Bretagne,Thriller,2014-07-23,Tous publics,Metropolitan,0,0,,Tom Hardy,,14219,,H.C.,,2014,5019,4,1255,59  %,cinema/images/posters/14219-20140420100826-0.jpg,"[{'id': '821', 'name': 'Tom Hardy', 'role': 'Rôle principal', 'character': 'Ivan Locke'}]","[{'name': 'Tom Hardy', 'moyenne': 1110186}]",1110186.0,1110186.0
mes séances de lutte,5068.0,11433,Jacques Doillon,238828.0,France,Drame,2013-11-06,Moins de 12 ans,KMBO,0,0,,,,19329,646.0,H.C.,Mes séances de lutte,2013,5068,16,317,44  %,cinema/images/posters/19329-20190423025710.jpg,,,,
ariaferma,5159.0,7778,,,Italie,Drame,2022-11-16,Tous publics,-,0,0,,,,21496,,H.C.,,2022,5159,20,258,66  %,cinema/images/posters/21496-20221111123215-0.jpg,,,,
dance movie,5084.0,6922,,,Etats-Unis,Comédie,2009-10-28,Tous publics,Paramount,0,0,,,Marlon Wayans,10589,,H.C.,,2009,5084,9,565,73  %,cinema/images/posters/10589-20090919060958.jpg,"[{'id': '860', 'name': 'Marlon Wayans', 'role': 'Second rôle', 'character': 'Mr Moody'}]","[{'name': 'Marlon Wayans', 'moyenne': 762024}]",762024.0,762024.0
mimi & lisa,5178.0,26492,,,Slovaquie,Animation,2016-04-06,Tous publics,Cinema Public,0,0,,,,15856,,9365,,2016,5178,88,59,20  %,cinema/images/posters/15856-20160521041636-0.jpg,,,,
l'étrange forêt de bert et joséphine,5197.0,25648,,,Rép. Tchèque,Animation,2018-02-14,Tous publics,Cinema Public,0,0,,,,17959,,9364,,2018,5197,84,62,20  %,cinema/images/posters/17959-20180414044135-0.jpg,,,,
sea fog - les clandestins,5204.0,10012,,,Corée du Sud,Drame,2015-04-01,Tous publics,Le Pacte,0,0,,,,14510,,H.C.,,2015,5204,16,325,52  %,cinema/images/posters/14510-20150328022110-0.jpg,,,,
promenons-nous avec les petits loups,5237.0,113402,,,France,Animation,2016-09-14,Tous publics,KMBO,0,0,,,,16354,,9363,,2016,5237,82,64,5  %,cinema/images/posters/16354-20161022111925-0.jpg,,,,
pietà,5363.0,9959,,,Corée du Sud,Drame,2013-04-10,Moins de 12 ans,Pretty Pictures,0,0,,,,16750,,H.C.,,2013,5363,30,179,54  %,cinema/images/posters/16750-20170130072354-0.jpg,,,,
jusqu'à mon dernier souffle,5387.0,9219,,,Inde,Romance,2012-11-21,Tous publics,Aana Films,0,0,,,,13131,,H.C.,,2012,5387,6,898,58  %,cinema/images/posters/13131-20121120071154.jpg,,,,
petites casseroles,5441.0,53808,,,France,Animation,2015-09-23,Tous publics,Films du Préau,0,0,,,,15486,,9336,,2015,5441,80,68,10  %,cinema/images/posters/15486-20151024102826-0.jpg,,,,
