title,image,date,broadcast_place,genres,certificate,synopsis,directors,scenarists,actors,average_notes_press,average_notes_spectators,nationality,distributor,awards,year_production,movie_type,language,entrance_number_fr
Les Parfums,https://fr.web.img2.acsta.net/c_310_420/pictures/20/02/14/16/41/4740963.jpg,1 juillet 2020,en salle,Comédie,Tout public,"Anne Walberg est une célébrité dans le monde du parfum. Elle crée des fragrances et vend son incroyable talent à des sociétés en tout genre. Elle vit en diva, égoïste, au tempérament bien trempé. Guillaume est son nouveau chauffeur et le seul qui n’a pas peur de lui tenir tête. Sans doute la raison pour laquelle elle ne le renvoie pas.",Grégory Magne,Grégory Magne,"Emmanuelle Devos,Grégory Montel,Gustave Kervern","3,3","3,2",France,Pyramide Distribution,2 nominations,2019,Long métrage,Français,252 956 entrées
Another Earth,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/83/01/04/19796286.jpg,12 octobre 2011,en salle,"Drame,Science Fiction",Tout public,"Rhoda Williams, brillante jeune diplômée en astrophysique, rêve d’explorer l’espace. John Burroughs est un compositeur au sommet de sa carrière qui attend un deuxième enfant. Le soir une autre planète semblable à la Terre est découverte, la tragédie les frappe et les vies de ces étrangers deviennent inextricablement liées l’une à l’autre.",Mike Cahill,"Brit Marling,Mike Cahill","William Mapother,Brit Marling,Matthew-Lee Erlbach","2,6","3,5",U.S.A.,Twentieth Century Fox France,2 prix et 4 nominations,2011,Long métrage,Anglais,9 851 entrées
La Colère des Titans,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/86/82/23/20043761.jpg,28 mars 2012,en salle,"Action,Aventure,Fantastique",Tout public,"Dix ans après avoir vaincu le monstre Kraken, au terme d'une bataille héroïque, Persée, demi-dieu et fils de Zeus, tente de mener une vie paisible dans un village où il est pêcheur et s'occupe, seul, de son fils de dix ans, Hélius.,Mais Persée ne se doute pas que les dieux se sont engagés dans une lutte de pouvoir qui menace son existence tranquille. Affaiblis par le manque de dévotion des hommes, les dieux risquent bien de perdre leur immortalité et de ne plus pouvoir garder le contrôle sur leurs redoutables prisonniers, les Titans, et leur chef cruel, Kronos, père de Zeus, de Hadès et de Poséidon : les trois frères ont détrôné leur père depuis longtemps et l'ont envoyé croupir au plus profond du Tartare, donjon situé dans les entrailles des Enfers.,Désormais, Persée n'a d'autre choix que d'accepter son destin lorsque Hadès et Arès, fils de Zeus, changent de camp et passent un accord avec Kronos pour capturer le roi des dieux. Tandis que les pouvoirs divins de Zeus diminuent, la puissance des Titans, elle, s'accroît, et les forces des ténèbres se déchaînent sur Terre.,Persée fait appel à la reine guerrière Andromède, au fils de Poséidon, le demi-dieu Agénor, et au dieu déchu Héphaïstos pour s'enfoncer dans les Enfers dans le but de libérer Zeus, de vaincre les Titans et de sauver l'humanité…",Jonathan Liebesman,"Dan Mazeau,David Leslie Johnson-McGoldrick","Sam Worthington,Liam Neeson,Ralph Fiennes","1,8","2,3",U.S.A.,Warner Bros. France,1 nomination,2012,Long métrage,Anglais,786 109 entrées
Les Plus belles années d'une vie,https://fr.web.img6.acsta.net/c_310_420/pictures/19/05/03/15/30/2212594.jpg,22 mai 2019,en salle,"Drame,Romance",Tout public,"Ils se sont connus voilà bien longtemps. Un homme et une femme, dont l’histoire d’amour fulgurante, inattendue, saisie dans une parenthèse devenue mythique, aura révolutionné notre façon de voir l’amour.,Aujourd’hui, l’ancien pilote de course se perd un peu sur les chemins de sa mémoire. Pour l’aider, son fils va retrouver celle que son père n’a pas su garder mais qu’il évoque sans cesse. Anne va revoir Jean-Louis et reprendre leur histoire où ils l’avaient laissée…",Claude Lelouch,"Valérie Perrin,Claude Lelouch","Jean-Louis Trintignant,Anouk Aimée,Souad Amidou","3,4","3,5",France,Metropolitan FilmExport,1 nomination,2019,Long métrage,"Français, Italien",194 179 entrées
La Dernière Vie de Simon,https://fr.web.img2.acsta.net/c_310_420/pictures/19/11/20/13/57/4021425.jpg,5 février 2020,en salle,"Famille,Romance,Science Fiction",Tout public,"Simon a 8 ans, il est orphelin. Son rêve est de trouver une famille prête à l’accueillir. Mais Simon n’est pas un enfant comme les autres, il a un pouvoir secret : il est capable de prendre l’apparence de chaque personne qu’il a déjà touchée… Et vous, qui seriez-vous si vous pouviez vous transformer ?",Léo Karmann,"Léo Karmann,Sabrina B. Karine","Benjamin Voisin,Martin Karmann,Camille Claris","3,4","3,7",France,Jour2fête,2 nominations,2019,Long métrage,Français,18 900 entrées
Situation amoureuse : C'est compliqué,https://fr.web.img6.acsta.net/c_310_420/pictures/14/02/04/12/26/509803.jpg,19 mars 2014,en salle,Comédie,Tout public,"À trente ans, Ben est sur le point d'épouser Juliette. Sa petite vie tranquille et sans danger va basculer lorsqu'il retombe sur la personne qu'il a secrètement le plus envie de revoir : Vanessa, la bombe du lycée qui ne l'avait jamais regardé. Elle est de retour à Paris et ne connaît, aujourd'hui, que lui…","Manu Payet,Rodolphe Lauga","Manu Payet,Nicolas Peufaillit","Manu Payet,Anaïs Demoustier,Emmanuelle Chriqui","3,0","2,5",France,StudioCanal,# prix,2014,Long métrage,Français,335 796 entrées
Tu seras mon fils,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/84/33/11/19736559.jpg,24 août 2011,en salle,Drame,Tout public,"On ne choisit ni ses parents, ni ses enfants !,Paul de Marseul, propriétaire d’un prestigieux vignoble à Saint Emilion a un fils, Martin, qui travaille avec lui sur le domaine familial. Mais Paul, vigneron exigeant et passionné, ne supporte pas l’idée que son fils puisse un jour lui succéder. Il rêve d’un fils plus talentueux, plus charismatique… plus conforme à ses fantasmes de père ! L’arrivée de Philippe, le fils de son régisseur va bouleverser la vie de la propriété. Paul tombe en fascination devant ce fils idéal. Commence alors une partie d’échec qui se jouera à quatre : deux pères, deux fils, sous le regard impuissant des femmes qui les entourent. Et au moins l’un d’entre eux n’a plus rien à perdre …",Gilles Legrand,"Gilles Legrand,Delphine De Vigan","Niels Arestrup,Lorànt Deutsch,Patrick Chesnais","2,8","3,9",France,Universal Pictures International France,1 prix et 6 nominations,2010,Long métrage,Français,722 122 entrées
Liz et l'oiseau bleu,https://fr.web.img6.acsta.net/c_310_420/pictures/19/03/04/09/25/0363581.jpg,17 avril 2019,en salle,"Animation,Drame",Tout public,"Nozomi est une jeune femme extravertie et très populaire auprès de ses camarades de classe, doublée d'une talentueuse flûtiste. Mizore, plus discrète et timide, joue du hautbois. Mizore se sent très proche et dépendante de Nozomi, qu’elle affectionne et admire. Elle craint que la fin de leur dernière année de lycée soit aussi la fin de leur histoire, entre rivalité musicale et admiration. Les 2 amies se préparent à jouer en duo pour la compétition musicale du lycée Kita Uji. Quand leur orchestre commence à travailler sur les musiques de,(Liz et l’Oiseau Bleu), Nozomi et Mizore croient voir dans cette oeuvre bucolique le reflet de leur histoire d’adolescentes.,La réalité rejoindra-t-elle le conte ?",Naoko Yamada,Reiko Yoshida,"Atsumi Tanezaki,Nao Tōyama,Miyu Honda","3,6","3,5",Japon,Eurozoom,1 nomination,2018,Long métrage,Japonais,14 289 entrées
"Utøya, 22 Juillet",https://fr.web.img6.acsta.net/c_310_420/pictures/18/09/06/16/15/1884093.jpg,12 décembre 2018,en salle,"Drame,Thriller",Tout public,"Île d’Utøya, Norvège. Le 22 juillet 2011.,Dans un camp d‘été organisé par la Ligue des jeunes travaillistes, un homme de 32 ans ouvre le feu.",Erik Poppe,"Anna Bache-Wiig,Siv Rajendram Eliassen","Andrea Berntzen,Elli Rhiannon Müller Osbourne,Aleksander Holmen","3,0","3,6",Norvège,Potemkine Films,# prix,2018,Long métrage,Norvégien,5 862 entrées
M,https://fr.web.img6.acsta.net/c_310_420/pictures/17/10/18/17/24/2308059.jpg,15 novembre 2017,en salle,Drame,Tout public,"Mo est beau, charismatique, et a le goût de l'adrénaline. Il fait des courses clandestines. Lorsqu'il rencontre Lila, jeune fille bègue et timide, c'est le coup de foudre. Il va immédiatement la prendre sous son aile. Mais Lila est loin d'imaginer que Mo porte un secret : il ne sait pas lire.",Sara Forestier,Sara Forestier,"Sara Forestier,Redouanne Harjane,Jean-Pierre Léaud","3,2","3,8",France,Ad Vitam,# prix,2017,Long métrage,Français,68 300 entrées
Le Lion,https://fr.web.img6.acsta.net/c_310_420/pictures/20/01/07/09/01/1113711.jpg,29 janvier 2020,en salle,"Comédie,Espionnage",Tout public,"Pour l’aider à retrouver sa fiancée disparue, Romain, médecin en hôpital psychiatrique n’a d’autre choix que de faire évader l’un de ses patients Léo Milan, qui prétend être un agent secret…,Mais Romain n’est pas tout à fait sûr d’avoir fait le bon choix, Léo dit « le Lion » est-il vraiment un agent secret ou simplement un gros mytho ?",Ludovic Colbeau-Justin,"Alexandre Coquelle,Mathieu Le Nahour","Dany Boon,Philippe Katerine,Anne Serra","2,4","1,8",France,Pathé Films,1 nomination,2019,Long métrage,Français,446 636 entrées
Une vie secrète,https://fr.web.img6.acsta.net/c_310_420/pictures/20/10/26/12/05/5233752.jpg,28 octobre 2020,en salle,Drame,Tout public,"Espagne, 1936. Higinio, partisan républicain, voit sa vie menacée par l’arrivée des troupes franquistes. Avec l’aide de sa femme Rosa, il décide de se cacher dans leur propre maison. La crainte des représailles et l’amour qu’ils éprouvent l’un pour l’autre condamnent le couple à la captivité.","Jon Garaño,Aitor Arregi,José Mari Goenaga","Luiso Berdejo,José Mari Goenaga","Antonio de la Torre,Belén Cuesta,Vicente Vergara","3,4","3,7","Espagne,France",Epicentre Films,18 166 entrées,2019,Long métrage,19/05/2021,19/05/2021
Baby Phone,https://fr.web.img6.acsta.net/c_310_420/pictures/17/01/06/09/56/381032.jpg,8 mars 2017,en salle,Comédie,Tout public,"Au détour d’un dîner, les révélations faites à travers le baby-phone d’une chambre d’enfant  vont créer un véritable cataclysme au sein d’une famille et d’un groupe d’amis…",Olivier Casas,"Audrey Lanj,Olivier Casas","Medi Sadoun,Anne Marivin,Pascal Demolon","2,5","2,5",France,La Belle Company,1 nomination,2016,Long métrage,Français,91 182 entrées
Crash Test Aglaé,https://fr.web.img2.acsta.net/c_310_420/pictures/17/06/16/13/06/508118.jpg,2 août 2017,en salle,Comédie dramatique,Tout public,"L'histoire d'une jeune ouvrière psychorigide dont le seul repère dans la vie est son travail. Lorsqu'elle apprend que son usine fait l'objet d'une délocalisation sauvage, elle accepte, au grand étonnement de l'entreprise, de poursuivre son boulot en Inde. Accompagnée de deux collègues, elle va entreprendre un absurde périple en voiture jusqu'au bout du monde qui se transformera en une improbable quête personnelle.",Eric Gravel,Eric Gravel,"India Hair,Julie Depardieu,Yolande Moreau","3,4","3,5",France,Le Pacte,1 nomination,2017,Long métrage,Français,159 667 entrées
Les Bien-aimés,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/84/25/84/19733608.jpg,24 août 2011,en salle,Comédie dramatique,Tout public,"Du Paris des sixties au Londres des années 2000, Madeleine puis sa fille Véra vont et viennent autour des hommes qu'elles aiment. Mais toutes les époques ne permettent pas de vivre l'amour avec légèreté. Comment résister au temps qui passe et qui s'attaque à nos sentiments les plus profonds ?... Dans Les Bien-Aimés, Catherine Deneuve et Chiara Mastroianni, mère et fille dans la vraie vie, interprètent pour la seconde fois cette relation maternelle à l'écran, après Ma saison préférée d'André Téchiné. À noter qu'elles ont également prêté leur voix à une mère et sa fille dans le film d'animation Persepolis.",Christophe Honoré,Christophe Honoré,"Chiara Mastroianni,Catherine Deneuve,Ludivine Sagnier","3,7","3,3",France,Le Pacte,12 nominations,2011,Long métrage,Français,250 588 entrées
Microbe et Gasoil,https://fr.web.img3.acsta.net/c_310_420/pictures/15/06/09/14/29/431745.jpg,8 juillet 2015,en salle,"Aventure,Comédie,Famille",Tout public,"Les aventures débridées de deux ados un peu à la marge : le petit ""Microbe"" et l'inventif ""Gasoil"". Alors que les grandes vacances approchent, les deux amis n'ont aucune envie de passer deux mois avec leur famille. A l'aide d'un moteur de tondeuse et de planches de bois, ils décident donc de fabriquer leur propre ""voiture"" et de partir à l'aventure sur les routes de France...",Michel Gondry,Michel Gondry,"Ange Dargent,Théophile Baquet,Audrey Tautou","4,0","3,6",France,StudioCanal,1 nomination,2015,Long métrage,Français,96 325 entrées
Le Jour des Corneilles,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/91/27/06/20195267.jpg,24 octobre 2012,en salle,Animation,Tout public,"Le fils Courge vit au cœur de la forêt, élevé par son père, un colosse tyrannique qui y règne en maître et lui interdit d'en sortir. Ignorant tout de la société des hommes, le garçon grandit en sauvage, avec pour seuls compagnons les fantômes placides qui hantent la forêt. Jusqu’au jour où il sera obligé de se rendre au village le plus proche et fera la rencontre de la jeune Manon…",Jean-Christophe Dessaint,Amandine Taffin,"Jean Reno,Lorànt Deutsch,Isabelle Carré","3,9","4,0",France,Gebeka Films,4 nominations,2011,Long métrage,Français,350 132 entrées
After,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/94/92/10/20365734.jpg,30 janvier 2013,en salle,Romance,Tout public,"Paris, la nuit, une femme rencontre un homme.,Julie est belle, mariée, sur des rails.,Guillaume, est séducteur, impulsif, libre.,Ils sont maladroits et gênés, il en fait trop, elle est cinglante, se moque, résiste…,Pourtant, le charme opère, ils vont traverser cette nuit ensemble.",Géraldine Maillet,Géraldine Maillet,"Julie Gayet,Raphaël Personnaz,Gen Shimaoka","2,5","3,3",France,Océan Films,2 nominations,2012,Long métrage,Français,1 728 entrées
Les Yeux de Julia,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/81/91/80/19584813.jpg,22 décembre 2010,en salle,"Epouvante-horreur,Thriller",Interdit - 12 ans avec avertissement,"Quand Julia apprend la mort soudaine de sa sœur Sara, tout semble clairement indiquer qu’elle s’est suicidée. Mais Julia n’arrive pas à accepter cette version des faits et commence à passer au crible les événements qui ont eu lieu les derniers mois avant le drame. La découverte d’éléments déconcertants, en désaccord avec la personnalité de Sara, et sa rupture de contacts avec son entourage, ne font que nourrir les soupçons de Julia quant aux circonstances réelles du décès. Décidée à résoudre l’énigme de cette ultime période, Julia devient l’objet d’une singulière menace qu’aucune autre personne autour d’elle, y compris son mari Isaac, ne semble percevoir, alors même que la maladie dégénérescente dont elle souffre prend le dessus, la plongeant petit à petit dans l’obscurité. La compréhension et l’amour d’Isaac avaient jusqu’alors eu raison des attaques de cécité de Julia, mais une série d’incidents inquiétants, et toujours plus violents, menacent son équilibre, l’enfermant inexorablement dans le monde des ténèbres, à la merci de la présence terriffiante qui s’y terre...",Guillem Morales,"Oriol Paulo,Guillem Morales","Belén Rueda,Lluis Homar,Julia Gutiérrez Caba","3,1","3,4",Espagne,Universal Pictures International France,2 nominations,2010,Long métrage,Espagnol,40 605 entrées
